1000 332643
216 179 32
455 704 34
171 406 67
12 843 83
599 311 5
852 900 29
588 309 55
926 543 51
942 347 37
138 865 67
144 525 48
148 521 47
25 962 81
92 525 41
918 459 38
336 122 41
435 7 10
204 859 41
403 941 52
479 737 70
524 190 20
887 640 56
707 561 73
162 878 26
252 33 100
837 685 83
91 134 35
661 59 9
80 348 69
464 556 76
98 538 49
473 754 43
138 677 21
342 924 60
973 752 58
280 930 56
61 300 59
543 888 47
569 244 87
701 867 8
86 731 44
997 453 20
762 446 3
117 184 29
487 266 31
236 977 91
90 89 38
862 707 56
38 426 63
95 991 77
862 197 35
667 956 28
252 491 96
683 847 96
578 904 22
993 715 87
800 341 22
411 587 83
980 301 98
209 925 16
753 120 97
40 829 44
813 199 77
434 571 18
186 16 78
884 652 13
411 710 38
587 597 39
881 777 83
51 294 37
284 403 4
146 470 60
321 195 91
414 408 81
477 571 33
316 880 9
286 34 81
916 321 96
896 285 67
721 887 64
895 197 15
454 69 59
555 736 47
699 555 96
342 800 40
862 622 21
396 142 75
100 206 100
852 640 17
436 958 48
763 654 74
153 102 31
920 187 37
278 199 17
344 450 35
191 308 23
454 657 31
99 788 79
202 949 10
272 554 34
725 860 38
588 457 74
969 974 16
730 252 74
58 80 62
847 270 33
603 991 70
172 180 14
800 310 69
320 673 91
243 100 5
38 633 82
441 91 81
821 226 63
511 994 94
36 257 12
87 368 99
557 64 25
328 85 32
247 426 6
652 397 42
853 537 30
475 324 71
424 649 54
145 872 99
191 928 38
150 205 23
970 434 4
762 28 93
521 928 56
775 528 31
11 805 7
998 712 18
71 917 94
717 25 41
271 313 74
869 845 20
373 186 40
737 358 34
402 977 65
387 851 42
788 806 93
695 938 36
599 580 49
817 289 2
760 744 26
951 374 43
538 515 53
323 159 43
907 2 46
384 810 53
262 955 32
765 146 97
872 313 17
82 620 17
372 51 64
255 243 5
567 811 60
836 877 91
857 511 41
640 252 100
544 83 62
508 203 4
682 817 23
664 729 28
543 343 95
476 592 12
271 577 9
734 495 50
284 649 35
492 925 34
857 499 47
32 683 35
309 787 94
321 772 87
970 998 10
42 250 89
250 635 22
853 1000 54
528 701 95
262 249 63
628 567 29
112 602 73
805 654 27
122 665 49
2 410 89
267 25 25
182 911 51
696 336 18
936 357 62
229 478 37
623 272 37
718 822 31
517 186 64
590 931 37
967 755 2
199 107 73
265 82 83
793 783 93
845 368 58
425 954 79
784 255 84
287 528 97
958 109 66
310 652 90
503 892 5
613 844 83
754 202 16
328 900 63
553 145 57
302 588 12
27 154 86
395 810 91
573 723 85
301 983 86
425 757 5
223 502 74
567 216 3
891 104 90
573 874 6
630 691 34
656 801 73
270 60 98
855 969 8
807 78 27
516 17 43
274 763 46
775 471 48
70 378 87
104 74 51
329 465 64
205 762 65
891 625 56
45 328 33
21 474 27
237 772 11
296 897 62
580 909 95
470 223 100
891 820 80
311 313 12
959 708 41
727 543 84
654 207 82
272 926 39
33 834 39
650 30 6
949 501 25
608 710 81
827 447 70
244 468 89
675 999 52
157 785 72
51 11 17
219 35 82
728 918 3
336 463 67
209 268 45
762 408 24
285 927 77
570 106 28
536 924 78
871 620 37
395 75 99
183 201 92
247 863 25
44 319 89
466 539 6
321 670 43
923 659 48
833 136 50
105 431 29
348 421 47
34 601 80
506 949 54
479 7 67
47 530 47
93 113 79
108 475 70
516 602 24
370 917 2
74 338 38
211 945 100
597 491 35
859 13 98
204 103 22
727 663 17
667 788 93
540 942 72
592 918 79
964 477 9
790 386 33
415 960 30
302 34 33
768 810 47
924 239 92
570 950 64
18 265 24
518 379 61
840 406 7
158 87 21
389 313 51
673 565 100
384 537 31
673 165 85
372 468 54
237 81 63
112 22 53
557 336 63
76 418 44
47 34 53
892 840 16
288 375 76
87 774 7
44 812 25
422 882 89
43 570 35
447 834 43
414 235 66
189 837 15
239 767 22
981 972 50
986 695 64
942 298 55
641 943 95
77 666 44
399 897 71
242 778 74
7 547 99
58 475 26
569 523 70
692 843 73
923 977 92
656 283 65
579 505 68
373 957 23
868 717 57
91 353 41
418 95 30
525 938 59
997 790 75
634 812 27
286 638 81
768 683 69
895 583 39
512 303 41
467 928 92
643 143 31
672 886 3
273 591 49
125 373 19
339 678 64
133 421 47
820 226 57
978 553 10
681 739 69
323 59 57
282 888 58
585 995 45
827 985 68
386 557 46
146 942 55
936 899 45
777 979 30
411 846 67
472 798 9
346 487 16
682 263 24
1 801 63
313 19 62
687 660 27
691 44 11
813 711 15
580 216 52
901 485 96
405 16 58
33 890 61
296 737 72
676 530 43
32 622 25
295 300 10
293 330 87
280 312 66
471 804 80
34 677 90
633 268 12
175 167 65
666 554 93
595 376 94
128 558 44
457 733 56
162 326 63
847 936 36
632 817 87
54 926 52
684 996 17
972 4 40
696 452 45
811 885 73
821 883 55
611 380 4
779 199 2
175 763 98
70 619 87
207 599 91
822 556 54
753 874 75
613 313 91
940 779 91
458 584 49
148 629 20
833 372 60
596 649 56
87 815 86
18 119 19
815 337 16
99 50 89
367 102 23
940 638 100
645 91 61
483 874 40
284 562 14
252 163 98
915 702 9
162 239 42
486 510 99
945 112 50
945 890 17
936 262 34
260 507 55
209 469 39
41 293 7
726 851 88
413 57 88
709 224 12
330 328 77
272 995 19
282 523 74
278 200 10
206 515 65
947 615 51
347 767 82
693 126 22
97 61 17
466 983 5
692 227 98
567 623 32
206 387 67
275 33 28
660 947 70
551 201 27
680 705 3
48 453 9
241 663 27
397 857 97
18 62 70
184 319 12
953 11 6
876 133 23
603 249 76
756 920 69
912 991 35
553 181 73
802 585 16
830 841 34
531 413 23
551 440 23
266 442 75
556 197 91
870 169 16
407 348 72
715 347 95
747 890 29
504 827 17
436 119 73
508 108 99
478 660 53
160 649 98
221 549 75
824 436 85
879 246 68
194 536 66
195 53 75
989 800 64
637 206 71
595 906 8
297 771 46
699 88 76
68 796 1
470 913 28
891 91 39
615 875 52
292 390 5
121 658 95
591 783 24
916 419 67
47 684 3
305 886 69
320 958 66
547 826 6
430 227 39
598 371 79
49 403 14
759 499 73
350 576 24
899 704 25
869 879 50
424 813 85
749 563 76
37 109 47
885 955 37
474 690 43
385 69 73
798 601 14
843 389 98
24 229 16
144 775 80
215 510 52
916 828 60
307 785 70
267 593 49
767 327 85
58 27 87
353 439 58
395 213 54
227 226 80
598 672 40
380 591 59
390 565 6
458 562 58
291 159 42
880 175 82
548 663 88
581 172 28
455 223 29
744 928 48
258 276 53
25 169 66
53 527 24
919 765 55
736 232 22
753 908 21
486 366 2
438 231 93
519 673 94
468 490 33
157 341 50
55 636 8
731 54 71
304 439 53
961 34 97
436 542 33
127 843 77
897 328 21
173 331 26
756 895 34
814 7 29
697 475 89
234 700 9
164 561 84
222 227 4
796 107 84
462 6 69
615 75 19
208 23 8
599 1000 46
38 821 2
146 999 88
195 131 44
174 324 52
614 629 71
998 480 48
86 239 79
864 849 100
345 890 98
826 417 62
333 759 39
832 806 97
204 666 63
716 864 49
155 134 32
778 521 93
332 360 91
260 329 59
430 446 97
200 31 16
351 230 24
774 231 52
633 650 48
575 847 56
584 671 95
642 965 71
212 632 41
977 414 29
404 495 42
97 234 69
759 198 48
945 59 11
425 305 52
479 330 7
179 168 35
806 443 8
118 677 80
752 969 26
866 820 91
781 352 35
605 339 5
81 618 98
861 170 89
6 530 77
748 383 36
91 958 58
964 835 70
186 240 76
634 289 7
750 848 100
827 405 92
79 937 71
966 801 70
912 172 12
680 257 72
554 684 66
20 501 93
97 311 52
946 777 91
591 158 31
57 47 73
765 865 88
556 545 80
958 890 89
429 975 14
29 327 31
632 928 97
868 595 68
823 402 93
794 413 79
735 291 95
28 525 18
251 156 6
743 792 77
437 31 16
18 570 6
281 464 20
114 817 86
993 898 99
404 785 47
727 362 1
510 341 22
515 469 99
836 186 24
525 735 99
561 18 78
119 687 73
605 261 43
657 401 84
797 955 86
54 641 77
288 769 64
961 722 51
117 684 20
661 794 61
371 272 92
733 747 95
214 280 88
405 311 64
390 664 74
463 824 48
232 775 81
514 185 9
258 653 71
258 755 46
264 918 12
800 354 83
32 386 50
806 122 30
955 150 21
224 101 98
226 471 30
510 912 13
40 414 36
809 898 17
898 958 5
136 844 59
291 796 30
825 43 7
812 94 18
355 265 68
394 93 45
228 349 25
345 721 15
959 490 99
294 886 36
36 799 57
986 537 81
254 561 72
56 691 53
199 752 56
431 381 57
760 772 77
917 452 50
439 112 46
34 923 52
628 251 69
888 743 7
218 759 59
956 398 39
313 609 35
34 488 14
99 178 23
570 255 17
988 501 54
425 629 63
953 479 71
108 264 61
971 381 87
874 30 76
723 198 83
116 52 28
480 479 81
124 609 38
438 993 43
935 187 52
865 630 41
427 923 70
246 394 1
410 762 60
516 524 45
574 626 62
608 384 46
826 360 65
616 9 78
886 807 47
705 702 74
617 51 69
533 607 18
771 161 69
592 481 3
977 817 71
405 800 85
965 740 71
207 932 22
328 436 87
380 558 85
339 536 5
295 785 52
120 645 20
427 110 81
116 693 79
481 629 87
976 858 40
665 705 90
744 476 72
834 369 60
396 603 7
834 871 41
297 144 12
599 321 2
813 478 69
809 450 97
708 131 4
502 411 46
549 763 94
89 203 53
535 573 72
166 206 50
34 682 24
730 68 23
630 647 30
677 84 80
893 912 60
326 643 63
53 157 98
367 686 55
591 450 45
234 7 82
244 586 38
768 155 1
896 665 31
114 473 19
27 661 85
943 813 84
581 924 99
420 321 93
729 952 87
771 560 48
701 108 89
942 971 52
524 809 8
82 743 74
807 729 63
612 661 98
455 433 70
85 876 95
546 290 49
993 79 41
115 66 69
144 645 96
985 610 99
766 279 94
868 701 18
237 110 85
66 343 61
440 855 69
673 544 28
377 887 18
715 37 14
516 204 45
487 646 97
607 442 33
393 736 32
549 868 85
243 409 72
33 377 58
918 166 61
605 132 28
634 802 80
341 138 38
509 852 65
641 629 97
488 265 8
749 824 91
948 127 15
375 955 22
57 959 25
935 592 9
790 675 96
579 296 87
839 392 66
516 453 65
91 321 82
990 762 48
233 38 11
373 481 87
126 338 98
399 959 56
851 529 14
567 80 75
809 721 52
987 409 53
944 890 62
728 482 1
744 966 61
192 787 33
137 454 97
746 421 58
520 93 42
927 95 84
129 311 6
629 677 11
642 997 22
63 346 60
360 629 29
706 17 99
753 957 28
686 126 66
64 931 36
330 515 53
989 841 81
650 867 46
134 238 22
965 427 42
675 347 95
478 498 53
361 264 86
15 442 6
51 533 16
415 687 55
600 723 26
22 462 94
764 851 100
702 265 44
219 865 62
823 399 44
983 630 32
607 177 25
337 495 21
263 405 70
646 44 57
783 412 96
353 793 14
166 59 78
327 468 54
684 869 50
160 792 55
390 644 8
234 982 28
510 3 69
846 576 99
945 985 59
27 407 63
660 651 82
918 286 19
633 580 17
894 50 79
521 323 96
144 238 77
418 12 96
126 355 73
36 484 22
172 594 25
498 694 31
953 246 69
710 874 56
493 814 80
929 268 31
339 909 51
846 490 36
479 897 22
796 333 72
380 887 82
705 952 62
783 429 23
708 457 83
920 988 64
61 467 26
350 287 58
500 903 32
410 246 76
331 990 29
281 626 39
601 837 46
900 378 50
116 333 99
369 924 44
514 363 20
639 308 61
684 201 22
634 444 67
343 564 60
211 17 23
915 737 2
178 987 99
871 922 78
283 519 5
122 463 42
464 423 52
713 558 90
232 655 61
546 371 91
366 167 89
797 561 6
463 571 43
447 159 4
421 592 5
972 218 52
288 803 1
516 15 12
484 69 18
218 157 69
637 690 95
136 227 92
837 29 63
164 11 35
548 6 42
606 588 9
75 477 88
381 196 17
546 189 31
418 840 43
716 830 73
547 918 32
414 107 81
318 99 14
807 650 75
416 952 15
750 352 45
916 411 89
242 159 87
771 112 76
849 424 19
781 791 32
659 590 10
477 662 74
442 131 26
504 156 19
497 676 89
984 603 62
540 155 15
494 333 48
183 455 87
26 649 78
743 700 83
954 150 23
580 236 76
312 328 85
423 710 99
853 564 45
217 181 21
270 323 62
132 527 22
655 364 23
480 224 74
131 613 68
323 844 71
802 365 30
902 594 83
730 987 62
463 639 52
976 411 19
902 282 40
220 319 33
180 483 95
860 291 41
194 577 36
817 206 6
153 555 28
382 461 99
654 191 6
694 840 55
953 281 39
271 858 47
402 848 72
41 458 86
965 370 25
820 667 90
595 709 33
152 128 57
601 951 10
911 778 94
935 983 81
433 844 13
864 688 78
497 496 86
964 758 6
475 998 33
158 474 81
331 147 42
29 687 42
481 40 87
457 335 39
123 388 82
360 268 72
15 639 90
228 493 70
116 737 18
198 213 89
589 255 64
929 511 72
477 549 99
831 459 1
546 788 31
481 33 98
979 209 80
650 989 15
963 321 71
115 448 8
467 549 52
855 515 2
537 471 98
685 270 1
919 801 97
681 624 49
449 76 68
291 923 6
521 986 35
67 700 62
525 141 31
74 23 23
629 106 31
509 319 23
41 673 75
337 933 14
953 664 39
492 137 86
680 740 51
908 810 89
519 64 45
956 885 100
925 4 46
430 468 19
362 607 84
178 358 49
366 700 58
49 438 31
343 575 79
283 865 70
348 603 28
900 160 13
807 370 30
232 758 24
213 145 89
450 353 10
157 346 67
833 619 17
441 880 76
227 70 44
268 465 38
230 839 65
121 981 8
862 205 70
855 45 35
64 357 79
36 354 28
177 141 12
650 694 49
71 580 5
415 426 2
27 522 74
928 775 18
276 901 57
186 90 85
825 497 37
762 283 78
683 816 4
798 197 14
810 77 71
905 744 49
307 263 29
340 940 4
184 646 84
321 578 22
954 819 20
657 15 4
220 657 55
101 543 37
241 107 73
574 28 88
468 385 92
227 538 80
336 380 51
356 913 53
708 605 29
45 7 21
455 818 19
643 608 20
831 851 24
222 859 8
970 21 58
146 920 5
592 498 55
646 533 8
871 552 95
67 827 98
913 933 85
501 620 29
166 907 91
286 673 59
999 538 97
837 702 21
236 801 14
349 471 12
656 114 1
283 818 51
357 388 47
903 756 77
11 843 27
484 140 17
909 253 67
790 721 70
827 561 92
260 995 78
18 496 63
675 980 37
111 474 49
330 312 77
401 429 80
704 448 69
800 904 64
737 381 66
635 777 97
830 763 30
616 865 31
752 743 78
323 19 64
660 77 76
388 978 88
329 267 14
638 268 10
8 217 94
583 851 74
831 961 92
70 974 57
146 858 6
770 347 55
57 399 65
388 494 56
435 940 78
739 531 68
59 820 4
617 860 7
668 430 6
650 159 5
981 807 69
264 472 96
642 344 38
930 825 18
716 619 10
386 495 54
744 230 4
458 992 19
933 938 71
239 212 96
116 959 10
664 173 15
576 692 20
237 474 86
939 91 62
166 93 26
617 586 24
160 589 20
752 105 90
916 634 17
147 676 14
117 578 88
375 329 64
394 292 75
478 587 36
779 436 76
232 852 100
969 309 18
456 676 21
712 542 53
182 940 25
637 402 43
352 193 67
165 71 91
679 354 22
145 124 63
918 757 17
759 927 37
245 388 12
655 526 11
207 237 31
401 344 16
899 488 61
378 48 51
516 198 91
706 417 8
555 145 100
890 322 3
563 423 93
559 172 7
211 532 37
4 636 67
646 756 73
485 624 67
816 575 65
620 282 38
367 59 48
559 90 55
954 694 87
919 941 97
542 231 93
432 925 81
383 425 21
585 212 18
554 679 57
101 265 84
835 190 50
216 121 52
596 586 70
394 39 85
93 56 21
372 663 87
538 890 26
821 579 52
596 978 63
212 680 5
847 738 79
748 459 26
464 484 86
813 788 39
481 85 100
951 245 53
533 592 57
857 950 27
651 452 66
898 854 36
121 336 57
643 921 66
889 868 41
123 780 32
534 582 38
795 79 98
818 370 19
60 438 92
219 161 76
130 473 62
359 732 11
85 290 50
477 360 77
155 834 58
459 622 63
855 325 59
618 750 67
964 14 70
708 485 12
40 440 57
958 857 19
24 240 48
766 203 11
608 478 36
541 175 1
19 376 30
447 720 17
749 434 66
201 663 3
457 314 77
534 490 47
448 758 49
726 737 65
347 172 12
805 697 44
396 711 52
368 682 87
32 527 97
302 65 68
143 252 85
837 63 22
572 262 83
939 828 74
32 479 2
334 772 9
511 117 60
158 100 99
988 915 5
857 305 3
36 295 14
367 627 49
894 435 27
66 73 30
988 947 33
196 774 48
321 956 10
56 703 88
615 529 20
531 133 91
741 905 28
451 935 3
24 190 90
715 736 72
979 445 16
283 309 44
122 583 27
810 566 59
605 390 74
451 829 100
754 177 53
96 767 63
310 989 59
427 639 81
290 231 88
241 156 4
194 659 83
637 302 12
471 900 22
57 560 84
524 933 45
7 773 80
744 496 85
584 326 70
858 801 57
975 814 96
379 191 70
229 503 33
621 345 76
188 287 39
862 940 4
143 342 44
713 869 24
256 634 41
720 252 61
847 410 64
887 846 51
44 64 94
138 935 61
930 767 99
851 22 95
987 59 86
205 922 90
363 66 45
918 395 88
248 702 39
704 319 11
335 94 2
520 90 50
260 642 75
358 549 81
736 168 70
194 377 42
790 327 99
539 499 60
539 140 33
920 333 48
599 275 45
954 63 43
37 642 38
687 563 71
885 419 83
452 4 20
336 49 7
559 539 25
476 797 28
22 82 19
133 245 48
15 231 85
989 255 67
511 40 45
67 24 24
176 945 71
718 159 21
445 996 4
652 243 78
521 843 19
736 439 15
828 562 27
487 224 41
934 561 7
487 419 78
122 306 89
424 254 58
620 177 76
564 770 54
346 412 15
211 248 75
508 323 56
366 6 61
803 526 23
65 218 93
363 852 90
47 536 94
764 702 46
330 968 40
403 213 81
298 748 29
223 923 63
58 309 91
321 58 14
442 997 24
927 725 74
255 518 7
843 749 86
237 127 52
431 764 64
102 993 21
364 577 49
911 62 14
136 637 47
341 869 11
727 779 38
203 287 52
399 497 45
516 727 40
924 906 99
556 298 67
825 704 18
350 854 24
891 640 64
297 369 67
740 482 26
692 300 72
276 546 20
470 257 91
643 117 76
577 481 75
264 809 13
551 115 100
302 98 65
656 6 66
519 676 26
23 767 48
140 546 10
706 963 86
45 317 35
574 109 72
725 62 34
453 198 54
451 888 16
801 56 94
17 500 40
351 169 54
223 812 78
803 56 75
679 117 89
24 686 3
384 664 31
433 36 1
251 210 49
246 306 25
225 391 73
131 289 8
863 110 12
362 619 23
239 783 8
822 59 51
853 974 32
704 671 92
970 523 33
766 446 1
174 149 30
509 683 68
558 585 14
664 1000 52
186 996 71
338 853 22
597 846 95
461 790 69
229 743 29
717 871 66
226 566 26
226 945 57
370 946 87
951 336 88
74 288 40
316 396 65
943 881 45
297 32 31
786 439 29
489 59 73
61 375 56
32 592 28
889 844 47
129 99 56
898 334 90
464 180 43
977 775 15
547 217 24
165 645 95
701 991 71
270 989 92
708 529 76
13 567 73
316 601 10
426 964 64
89 845 42
935 255 23
905 327 92
996 666 65
973 966 83
74 129 13
819 991 93
836 285 58
542 827 3
728 844 58
122 326 15
957 532 83
466 557 87
748 371 62
889 633 57
119 578 96
727 788 89
195 770 11
432 965 86
7 227 85
143 569 51
936 694 96
856 819 87
652 680 62
577 832 12
664 101 49
682 891 32
359 413 35
596 256 72
647 603 59
26 323 71
783 290 74
766 441 20
988 550 80
796 221 54
56 519 42
643 969 22
888 25 23
434 19 22
175 386 64
801 861 98
47 765 22
620 624 45
604 515 73
776 328 68
241 870 56
951 892 25
747 862 96
750 34 91
752 720 13
905 291 24
607 193 8
80 216 97
430 41 93
392 507 48
909 828 66
844 474 6
201 578 78
140 433 95
962 950 5
611 78 78
678 271 47
193 175 56
521 104 11
268 816 1
176 598 63
727 859 29
28 745 10
515 819 29
636 524 62
262 551 6
926 464 92
759 80 32
90 50 43
129 513 36
641 689 99
27 481 2
522 357 1
348 414 34
842 687 48
724 954 15
617 925 44
968 960 36
78 753 88
809 660 93
294 53 93
604 609 5
584 48 41
728 158 11
142 73 2
830 747 76
122 877 63
220 825 18
928 934 26
952 654 37
612 567 87
861 255 22
149 946 80
982 598 70
989 162 28
799 984 33
248 124 2
443 294 72
148 661 82
61 410 72
470 214 89
85 572 42
363 42 24
158 204 63
227 846 36
718 291 61
248 73 31
556 303 99
169 244 10
17 495 48
392 175 28
509 569 88
261 157 37
862 769 35
353 48 77
121 37 97
128 14 17
790 831 15
603 492 17
660 51 3
111 332 75
504 215 41
476 886 26
454 281 1
568 159 3
668 720 35
206 224 30
886 516 74
170 7 48
54 893 1
279 747 26
733 959 43
351 86 35
827 423 97
707 331 50
597 213 24
512 276 90
960 558 17
785 504 6
970 117 37
782 298 53
792 556 82
848 760 85
888 530 42
696 981 64
228 622 10
220 760 57
132 789 51
142 708 3
342 840 24
482 105 6
423 49 35
377 733 66
934 628 4
877 104 53
420 818 52
637 609 16
815 663 6
932 614 97
762 147 72
468 559 35
42 128 60
257 743 81
524 553 35
216 157 87
960 413 48
471 887 2
22 960 81
317 347 1
542 740 59
800 407 10
561 529 48
345 170 71
825 299 36
474 982 54
128 861 19
658 513 26
713 213 49
941 115 97
475 258 85
354 23 43
995 530 76
922 215 48
304 152 68
673 685 20
191 378 11
506 816 22
529 559 87
631 642 58
185 182 14
122 417 32
863 648 79
916 706 20
652 850 98
71 925 61
774 862 70
358 736 40
448 595 74
323 603 91
74 705 26
623 95 53
716 321 50
811 115 76
759 302 61
993 112 49
231 233 72
539 647 33
574 228 58
135 133 100
714 106 4
471 598 13
843 887 92
905 437 79
344 386 65
32 131 88
811 226 3
603 544 28
382 404 10
393 915 19
306 324 40
779 769 7
230 905 46
876 564 33
802 617 62
285 194 94
342 1000 38
133 640 8
183 162 40
781 131 57
326 659 97
154 377 94
759 555 70
929 148 20
431 80 87
980 112 95
511 320 14
384 817 59
895 616 20
590 167 44
649 325 12
411 469 89
138 144 56
168 285 18
792 72 27
958 663 5
907 890 60
903 24 73
317 580 84
371 194 78
896 391 84
532 541 99
844 756 17
484 864 34
708 476 24
567 778 16
279 224 78
316 93 86
30 414 89
71 590 37
948 280 63
656 280 39
744 275 44
240 263 47
961 908 78
599 686 33
210 230 9
97 522 31
893 388 53
539 97 33
997 174 95
735 16 15
186 890 93
658 902 74
885 852 89
658 844 58
847 834 22
735 363 55
494 544 61
323 66 5
850 706 62
198 894 15
536 423 53
217 233 98
201 531 65
496 99 94
893 915 58
926 986 3
1 171 71
955 77 35
231 7 62
593 969 93
255 948 13
12 422 63
208 901 87
273 665 33
116 150 58
853 785 9
378 654 17
740 308 24
205 630 18
166 963 23
525 294 56
155 688 91
416 601 73
481 2 10
319 242 74
763 838 99
290 336 29
469 725 35
702 671 29
489 413 89
645 24 91
823 83 90
74 815 63
10 661 84
399 85 32
768 543 28
406 907 18
525 213 36
252 180 65
103 40 17
582 696 42
879 190 54
37 515 65
29 439 59
571 911 37
370 825 62
530 638 34
735 393 70
601 542 55
130 996 86
747 609 59
788 524 9
427 428 61
373 986 92
780 900 19
50 382 6
909 149 96
325 881 24
822 502 53
999 824 38
